0 125999999.4 1.3999999971428572 0.27999999942857146 2.999999985714286
1 125999998.56000002 1.9599999864000002 0.6719999967085715 2.9999999657142866
2 125999997.38400003 2.743999956544001 1.2207999880173717 2.999999937714287
3 125999995.73760009 3.8415998834662437 1.9891199647106204 2.999999898514288
4 125999993.43264024 5.378239716713844 3.064767908053389 2.9999998436342916
5 125999990.20569658 7.529535352560755 4.57067497856554 2.9999997668023
6 125999985.68797572 10.541348980428424 6.6789447746512245 2.9999996592375178
7 125999979.36316705 14.757887536694758 9.630522281990176 2.9999995086468347
8 125999970.50843598 20.661040478833684 13.762730377756913 2.9999992978199046
9 125999958.11181459 28.925452549160042 19.547820887588923 2.9999990026622525
10 125999940.75654882 40.49562540861627 27.646945969312178 2.999998589441639
11 125999916.459185 56.693859462360166 38.98571786178421 2.999998010932977
12 125999882.44289188 79.37137151032249 54.85999216384871 2.9999972010212352
13 125999834.8201134 111.11985768324129 77.08396370049697 2.9999960671455574
14 125999768.1482862 155.56767807401667 108.1974993153003 2.9999944797211002
15 125999674.8078511 217.79450840177796 151.7564009956559 2.999992257329789
16 125999544.13148333 304.91183897363453 212.7387687903828 2.9999891459876986
17 125999361.18504184 426.8756470285948 298.1138981961018 2.999984790120044
18 125999105.06095217 597.6240866605799 417.63871552821774 2.999978691927433
19 125998746.48904702 836.6701540470101 584.9727463376198 2.99997015450112
20 125998244.49194875 1171.3312214696634 819.2389906315525 2.999958202189257
21 125997541.70300768 1639.849998247916 1147.2089902811358 2.9999414691192308
22 125996557.8122051 2295.7631181582756 1606.361613912791 2.999918043147741
23 125995180.39196491 3214.0156764769627 2249.164749208184 2.9998852474277364
24 125993252.05632234 4499.518670892681 3149.06848338672 2.9998393346743417
25 125990552.48970313 6299.123714254639 4408.8932262376475 2.9997750592786465
26 125986773.29886046 8818.376454114547 6172.568517060557 2.9996850785442972
27 125981482.82840718 12344.949457712886 8641.558408603134 2.9995591149620764
28 125974076.94727325 17281.40534186613 12097.83947697636 2.9993827844588874
29 125963710.23733853 24190.981106715855 16936.03569831953 2.99913595803187
30 125949199.82907908 33861.52161618808 23708.340021557146 2.9987904721209304
31 125928891.10740025 47394.66428502584 33187.27287856232 2.998306931128578
32 125900470.35731539 66330.06726569597 46453.286331701514 2.997630246602748
33 125860703.75413643 92818.0964131268 65016.905614326875 2.9966834227175347
34 125805074.46396655 129859.17965839212 90988.7415460053 2.995358915808728
35 125727279.49364868 181634.20742064994 127315.58303013528 2.9935066546106834
36 125618534.85192494 253957.95172305653 178107.17337474658 2.990917496474404
37 125466621.39568949 354896.1050892144 249086.39439258946 2.987300509421179
38 125254585.13258457 495594.80982432247 348205.356357454 2.9822520269662998
39 124958987.40735406 691375.9697641606 486480.5503102861 2.9752139858893827
40 124547589.11640403 963144.6339405763 679109.4770984014 2.9654187884858105
41 123976363.6777007 1339121.2757793316 946933.7322542677 2.951818182802398
42 123185795.1715361 1856824.2548520311 1318298.583224674 2.9329951231318123
43 122096583.87473732 2565039.8723253757 1831306.5576897492 2.9070615208270794
44 120605238.13229246 3525161.634149001 2536338.8845195496 2.871553288864107
45 118580700.23542884 4810682.331226139 3498475.3507647775 2.8233500056054486
46 115864252.23806217 6502765.441468408 4799028.439058459 2.7586726723348143
47 112276451.97446574 8678914.409318741 6534811.320922208 2.673248856534899
48 107636272.37033063 11391541.028598895 8813119.526641987 2.562768389769777
49 101797496.11855888 14635282.125941973 11740175.951830382 2.4237499075847357
50 94703043.3785132 18308253.119943395 15401826.57581906 2.2548343661550763
51 86446627.71469034 22183206.02722169 19838467.7812634 2.0582530408259605
52 77314897.46253078 25913671.009324208 25021201.983128242 1.8408308919650187
53 67774360.23889431 29094186.684117135 30840039.31995167 1.6136752437831983
54 58384646.48086099 31364176.986343004 37112874.71722027 1.3901106304966906
